artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[新聞]高端總經理陳燦堅:高端疫苗的八大特色,2021/09/05,11:56:42,https://www.ptt.cc/bbs/Gossiping/M.1630843004.A.800.html,s2678132,Gossiping,8,3,2,"這種信仰堅定

最純的塔綠班信徒

真的才有資格稱做塔綠班聖戰士

反觀我以前同學

手持塔綠班綠共党党證

整天FB相挺塔綠班英皇

結果都買中共高工茶壺

茶葉也都喝中共茶餅

然後看到疫苗卡是AZ


這種真的不配當塔綠班聖戰士

我們大塔綠班聖戰士一定要最純的

你各位不打高端

不拒買中共貨

就不是最純的塔綠班聖戰士！
"
Re:[新聞]高端總經理陳燦堅:高端疫苗的八大特色,2021/09/05,12:57:10,https://www.ptt.cc/bbs/Gossiping/M.1630846633.A.977.html,neil136,Gossiping,10,4,1,"因為沒人想打，當然28天可接種第2劑
真要說嬌生一劑，B、M防護力有九成啦
高端怎麼不敢把數據攤出來？
一樣答案，就沒人想打啊。
塔綠班高層都跑去打B、M了，只有底下腦包支持者在那傻傻的。
第二期、第三期數據攤出來啊，幹
EUA比照外國啊，國內自慰標準有屁用？
怎麼聽起來跟食鹽水沒兩樣，呵呵
疫苗針劑價格攤出來，大家都知道
政府把關股價啊，一跌停蔡英文就跑出來開記者會，反倒當時疫情死幾百人，沒人重視，只
是準點報時公告數字。
安全？你敢講、民眾還不敢聽呢，滿嘴安全性，一樣比照國外標準，第二期、第三期數據攤
出來再說。
笑死，連針劑大小也拿來說嘴，不就是容器分裝使用方式。
跟7一樣，不就針劑分裝模式，這也算優點？當人民好唬爛啊？
在國內留給綠蟑自嗨就好，別出去丟人"
Re:[新聞]澳增購8500萬劑輝瑞疫苗成年人可接種任,2021/09/05,14:15:03,https://www.ptt.cc/bbs/Gossiping/M.1630851305.A.4BF.html,MapleT,Gossiping,9,1,2,"這新聞晚了差不多兩個月吧…

8500萬劑BNT是明年要用的
另外前幾個月也訂了明年要用約5000萬Novavax
所以明年度共計一億三千多萬劑

今年是3500萬AZ+2500萬BNT+2000萬莫德納
共計八千萬劑
另外還去英國調了400萬、新加坡50萬、波蘭100萬的BNT
所以今年度實際上是破九千萬劑
明年的8500萬到了要挪回來還這些國家

是說波蘭調給澳洲100萬劑BNT時，塔綠班在高潮波蘭給了台灣40萬AZ
可是先進國家現在還在搶BNT，而AZ都不要了欸…
澳洲去調BNT就是因為年齡限制，AZ剩一大堆用不掉
40萬AZ差不多就是澳洲一週用不完要扔出去的量了
"
[問卦]再講塔綠班就不好笑囉,2021/09/05,15:12:06,https://www.ptt.cc/bbs/Gossiping/M.1630854731.A.6C3.html,WiserWilly,Gossiping,269,173,17,"欸欸

昨天我同事在群組裡面開塔綠班玩笑

一個人說：再講塔綠班就不好笑囉

想問一下，如果繼續講塔綠班會發生甚麼事嗎？
你不是綠共，你是塔綠班"
[問卦]3+11恐攻484塔綠班策畫的?,2021/09/05,16:08:11,https://www.ptt.cc/bbs/Gossiping/M.1630858093.A.1FB.html,dzwei,Gossiping,144,71,19,"台灣五月的時候

遭到了病毒恐攻

死了800多人

名為3+11恐攻

現在看下來

破口都是3+11錯誤的方案

這套錯(恐)誤(佈)方(功)案(擊)

是由塔綠班的極端分子策會的

對吧?
"
Re:[新聞]第八輪疫苗揭曉！指揮中心透露將接種AZ,2021/09/05,16:26:50,https://www.ptt.cc/bbs/Gossiping/M.1630859213.A.712.html,freeclouds,Gossiping,60,21,8,"原來黑AZ的是藍媒
https://www.cna.com.tw/news/firstnews/202104140408.aspx
丹麥宣布完全停用AZ疫苗 開全球第一槍
https://www.cna.com.tw/news/aopl/202103160006.aspx
義大利加入停打AZ疫苗行列 加拿大確信安全續打
中央社是藍媒認證
https://www.ettoday.net/news/20210618/2009904.htm
台灣接種後死亡已升至29宗！施打AZ疫苗惹爭議　各國後遺症一次看
ETTODAY是藍媒認證
https://bit.ly/3kZDeI0
獨／打AZ慌　台8男星揪病史怕血栓
三立新聞網是藍媒認證
https://health.ltn.com.tw/article/breakingnews/3637219
美研究警告：AZ疫苗血栓副作用 罕見卻極具破壞性
自由時報是藍媒認證
https://newtalk.tw/news/view/2021-08-28/627669
｢身體健康｣BBC女主持人打AZ身亡！驗屍官證實死於罕見疫苗併發症
https://newtalk.tw/news/view/2021-07-29/612415
打AZ血栓併血小板低下累計13例！莊人祥：最年輕22歲
新頭殼也是藍媒認證
幾乎全台灣的媒體都是藍媒了 你說吧

在塔綠班的世界 黑AZ 黑高端 都是藍媒 ^0^

全台灣 甚至世界各國 包含不給AZ EUA的美國 通通都在黑AZ 都是中共同路人

你說是吧 塔綠班世界觀
"
Re:[問卦]中國現在是文革2.0吧,2021/09/05,16:32:23,https://www.ptt.cc/bbs/Gossiping/M.1630859546.A.418.html,boxoxox,Gossiping,12,4,0,"你在說啥 這個就是標準的社會主義啊

人民為了社會共同努力

由國家分配財富

來達到均富的遠大目標


倒不如 維尼才是真正社會主義的實踐家

以前那些都是共產皮資本骨

再繼續發展20年 可能哪天中國民選主席都不意外了


現在大家雖然塔綠班/綠共的在嘲笑政府

不過本質還是純粹的資本主義

你不太可能在台灣聽到 要把郭董的財產分出來給大家

或是台積電賺錢你也要分一張股票之類的事


不過資本主義就是 保障前30%菁英

就足夠支撐整個社會的經濟運轉順暢

不要幻想你就是心頭最軟的那一塊

所以各位還是要自立自強啊

阿門
"
Re:[問卦]紐西蘭這幾年怎麼感覺似乎有種族衝突問題,2021/09/05,19:46:34,https://www.ptt.cc/bbs/Gossiping/M.1630871196.A.C0E.html,elwyn,Gossiping,64,31,5,"其實原文底下那個推文解釋得都很清楚了啦，

但是我也不得不說，這些西方國家吸收阿三跟中東穆斯林神經病跟支那人，就是社會亂
源啦！

紐西蘭本土怎麼看待這些害蟲我不知道，在澳洲這邊，大家早就不爽這些棕色糞渣很久
了，這次雪梨疫情大爆發，也都是集中在這些糞渣群聚的區，

這些糞渣的垃圾行徑擢髮難數，
舉凡穆斯林要人家在「他們社區」不要開豬肉舖啦+施壓超市賣清真肉、錫克教阿三告「
天主教私立」學校，說他們服儀規定不尊重他們宗教信仰啦、非洲難民變成黑幫大宗啦
、集體假投同婚反對票啦、冒領社會補助津貼……

反正就是一群噁心的屎渣，敗壞社會風氣、阻礙社會進步就有。

說真的，不是難民不可憐，而是你要信糞教邪教的話不要過來汙染我們文明進步的社會
好嗎？？

幹，我同意基督城那個是極端份子所為，但你光是想一想，「基督城」居然有操蛋的清
真寺，本來就是問題啊！

不是我要幫基督教講話，是人家傳教是以施惠模式，去落後國家扶貧濟弱，尤其非洲國
家很多信基督教的都是這樣，台灣也是，現在很多醫院都還是天主或基督教相關就是鐵
證。

反觀伊斯蘭，整個宗教只在翻攪仇恨，從來沒看過他們行善佈施，結果人家西方國家施
捨善意接納他們，他們倒鳩佔鵲巢，鬧著要蓋清真寺，

但凡你伊斯蘭教對社會有任何貢獻，不會沒人肯定你，結果大家只知道你們就是恐怖分
子，不信你教的你就出征，還乞丐趕廟公。雖然那些被瘋白人殺的伊斯蘭教徒很無辜，
但恕我無法同情他們。

台灣也少跟我在那邊來多元進步那一套，給伊斯蘭任何一點餘地，這些糞渣就會打蛇隨
棍上。之前那個穆斯林佔社會百分比的研究數字大家可以自己去翻，現在紐澳已經快步
入歐洲後塵了，所以你才會覺得種族衝突增多。

紐西蘭本身白人原住民算是相當融洽了，問題點都是棕色糞渣，結案。
Sent from
BePTT
完全不會，他們過得爽的人都沒動力移民的啦，很多油國都大撒幣的
會逃離的都是廢渣
沒錯
小黃，去吃飯了
人家低調多了，不然怎麼不會被槍擊
販獨的教ㄇ？
不能同意你更多，但他們沒文明啦，糞渣
好哦，塔綠班
大家不要再裝了，政治正確就是歐洲畜養強姦犯的起因啦
不要跟我來十字軍東征那些鬼，20世紀以來人家就是行善佈施了，不然你有種不要去台灣基
基督教狂熱歸狂熱，至少他們做好事扶貧濟弱，糞教做了什麼？燒殺擄掠強姦婦女就有
印度阿三跟錫克不洗頭也糞教
建議你分棕色糞種跟其他人
哪有養出自殺炸彈客的宗教偏激啊
今天要裝祈禱室，明天就會要求北車樓上清真寺
沒錯
呵呵，樓上一定支那人，好氣哦
你知道澳洲現在要給農工特殊移民管道嗎
就恐怖分子啊，跑到先進國家招募的
乞丐趕廟公
川普說得對，就應該炸死重新投胎才是幫助他們
低端不意外
這些棕色糞渣教共通點就是歧視女性、穿得跟白痴一樣，外加對社會進步毫無幫助
低端食物坐才地板用手抓，乞丐都沒這麼賤
而且都是那種小屌國最壓迫女權
一旦女人有自由選擇根本不會選糞渣
好哦塔綠班
沒要跟你演政治正確的屎
就是這種行徑才被人家掃射的啦
活該
白人真的忍這些瘋子夠久了
單純相處人都感覺還可以啊
但你去跟他們做生意試試看
換你來把他們幹翻"
[問卦]高端仔敢脫口罩嗎？,2021/09/05,23:27:10,https://www.ptt.cc/bbs/Gossiping/M.1630884432.A.B6D.html,gerogexpg,Gossiping,40,8,16,"高端疫苗分分鐘超英趕美

三期不做直接免疫橋接拿EUA

塔綠班各種高端充值台灣價值

那我想問了，你各位高端戰士

敢拿下口罩ㄇ？

反正防不住至少也應該跟AZ一樣免重症吧？

"
Re:[新聞]機師染疫網狂罵「破口」空姐男友氣炸：,2021/09/05,23:40:59,https://www.ptt.cc/bbs/Gossiping/M.1630885261.A.1FE.html,dddcr8024,Gossiping,16,4,2,"最近出現不少文章，
指鄉名或網友獵巫，
感覺就是在帶風向，
誰鳥你機師空服要去跟誰聯結??
聯結之前是不會搞清楚防疫規定?
幹你他媽的條件夠鬆了還要說謊鑽洞!

那些自己對號入座的是有多中二?

破口一直以來都沒有改變，

就是那些懶教機掰控制不住的害群之螞，

是這個搞影子文革滿滿意識型態的塔綠班政府，
是整天服務特權服務財團的這群敗類，
是搞出三加十一搞爛防疫標準的屎中跟范賤!!
是那個整天躲在臉書後面的假愛貓蠟人像!
造
:
"
[問卦]咦！？綠共蟑螂塔綠班扶英戰士都擠！？,2021/09/06,00:59:19,https://www.ptt.cc/bbs/Gossiping/M.1630889966.A.6F8.html,a520,Gossiping,19,7,4,"塔綠班=綠共蟑螂=聖蟑士=扶英戰士

都擠！？

但我爬了文章觀察這四個有很大共通點

就是通常會支持高端護航高端

但事實上他們不打高端！！！！！

但因為英靈殿的同仁們犧牲

這些人要護主子

不怕苦不怕難

帶風向搞分裂

所以....

綠共蟑螂塔綠班扶英戰士都擠？

-
Sent from JPTT on my Samsung SM-N960F.
"
Re:[問卦]台灣150年內成為前20經濟體是不是很屌？,2021/09/06,01:39:12,https://www.ptt.cc/bbs/Gossiping/M.1630892354.A.DD2.html,Sam27,Gossiping,4,1,1,"你要把歷年的GDP列出來才能比較
  台灣最屌的其實是1970~2000年，大概輸新加坡一點點
  2000~2020其實成長就不大了


     　　　    2020    1973    成長率

    新加坡  　105,689  5,977   1668%
      挪威    79,638  11,324    603%
      瑞士    67,558  18,204    271%
      美國    67,426  16,689    304%
      香港    66,527   7,105    836%
      荷蘭    60,299  13,081    361%
      台灣    57,214   3,448   1559%
      日本    46,827  11,434    310%
      南韓    46,452   2,824   1545%
      芬蘭    49,548  11,085    347%
    義大利    41,582  10,634    291%
      英國    48,169  12,025    301%
      德國    55,306  11,966    362%

  1960~70年代，電視普及率在歐美已經很高了，總統辯論會都會上電視
  而台灣還沒多少家庭有電視，我媽說當時都是有開店的才會放一台電視機
  晚上才會擠滿人，到1980年代就一堆露天電影院，布袋戲，這鄉民應該都有印象了

  當然1堆塔綠班又要扯美援
  你去看一下我列的這些國家拿美援多少，台灣拿多少，

  哪個國家沒拿美援? 哪個國家美援拿比台灣少的?

  大多國家拿的援助都是台灣3~7倍，但成長率通通被台灣屌打
  台灣在1960年代是一個比南非墨西哥菲律賓馬來西亞還落後的地方
  但在1980年就超車了，2000後竹科崛起還把日韓打在地上磨擦

  日韓受到的援助比台灣少嗎???

  這也是鄉民為何一直嫌棄台灣市容的最大原因，台灣大多是30~50年老房
  而50年前，台灣比菲律賓南非墨西哥這些國家還落後，是要蓋多漂亮???

  台灣建物大概是2000年後才開始要求一點整齊，
  2010年後要求新建大樓都要綠化和公共藝術，

  富過三代才知吃穿
  歐美和日本是祖父輩就很有錢了，所以1960年代就很要求美感
  台灣是爸媽這代才開始有錢，所以是2005年後，才開始要求美感
https://imgur.com/a/XHnXs
雖然台灣人普遍比歐美日韓中產階級有錢
  但美學教育大概還落後40年



"
Re:[爆卦]郭董:預計九月中開始週週有疫苗,2021/09/06,01:59:11,https://www.ptt.cc/bbs/Gossiping/M.1630893553.A.0D1.html,hTCU11,Gossiping,38,6,2,"之前他臉書不是寫年底前到貨800萬-900萬劑

看到一堆自稱沒打到AZ在崩潰就很好笑

郭台銘催貨的能力怎麼可能比塔綠斑還差

人家七月簽約八月就跑去催貨九月初成果就出來了

現在登記輝瑞的還不到400萬人

再加12-17不能登記卻保障名額的120多萬人

年底前有意願要打到第一劑的機率是很高的

意願登記系統從8/28開到現在還沒關

前兩天AZ已預約卻爽約的比率比之前稍高

台灣疫情又遠比大多數國家輕微

根本不用太緊張"
[問卦]週週復必泰哪種人會不開心,2021/09/06,02:13:56,https://www.ptt.cc/bbs/Gossiping/M.1630894438.A.0C8.html,sky8171014,Gossiping,17,8,1,"郭董週週送復必泰，有疫苗人人都開心

就連塔綠班都迫不及待想打復必泰了，應該已經沒人會哭妖了吧

還有誰會不開心，高端嗎
我忘了還有4%，幾乎每篇文都會看到
被唬又沒有自我判斷能力
是 班 OK？"
Re:[爆卦]郭董:預計九月中開始週週有疫苗,2021/09/06,02:20:05,https://www.ptt.cc/bbs/Gossiping/M.1630894809.A.204.html,hotfluid,Gossiping,2,1,0,"塔綠班綠粉英粉:

疫苗就是國力的延伸

這些滿腦子一直想進國外疫苗阻止台灣疫苗發展的人

到底有何居心

見不得台灣變好



-
Sent from JPTT on my Samsung SM-P205.
"
Re:[問卦]宮廟人員都靠什麼生活？,2021/09/06,03:01:25,https://www.ptt.cc/bbs/Gossiping/M.1630897287.A.65E.html,KSUGOD,Gossiping,1,0,0,"2017年時網路傳的八卦

今年已經立法了啊強硬執行啦

這個政府就是要控制宮廟了啊

私廟強迫要成立委員會變公廟

好讓自已人控制（財務那些）

我看宮廟那群也不會投塔綠班了
"
[新聞]陳時中邀「一起迎BNT」被打槍？郭台銘一,2021/09/06,03:20:54,https://www.ptt.cc/bbs/Gossiping/M.1630898456.A.71A.html,gogopa,Gossiping,488,320,27,"陳時中邀「一起迎BNT」被打槍？ 郭台銘一句話太霸氣被讚：屌打塔綠班

蘋果新聞網

鴻海創辦人郭台銘，8月赴歐洲「催貨」疫苗，返台後已隔離14天，今天出關後有媒體報
導，表示郭台銘透露，陳時中也邀請他一起在下一批BNT到貨時接機，但郭董則打槍，表
示「誰接機不重要，重要是疫苗要快點進來。」霸氣喊話再度引發鄉民熱議，一致推崇！

郭台銘今天清晨結束14天隔離正式出關，他在防疫旅館隔窗秀出字條向現場等候媒體問候
，字條寫著「謝謝媒體朋友大家的徹夜等候，但礙於防疫規定，不能從正門進出，只能隔
窗向大家問候」。

批踢踢鄉民也熱議，郭董承諾，預計九月中開始，「週週有疫苗」要年輕人不用擔心。甚
至郭台銘稍晚也在臉書寫道「關於外界詢問是否接機，目前並沒有這樣規劃，避免勞師動
眾，疫苗能到最重要！」打槍陳時中邀請一起接機的提議！

網友也紛紛大讚郭台銘，「感謝果凍」、「感謝郭董」、「說到做到 推」、「鍋董如果
要選，我下次一定投」。

也有網友譏諷郭台銘不做秀大勝政府「笑死 懶得陪中央作秀給推」、「484 人家cdc重要
的都是露臉」、「反觀某黨買疫苗不力只會收割 」、「民間效率屌打 塔綠班 」。(即時
新聞中心/綜合報導)
https://tw.appledaily.com/life/20210906/KO5U7PZ5JZDLHBLMADF2XVUATQ/"
Re:[問卦]為什麼八卦版一堆中國消息？,2021/09/06,03:52:25,https://www.ptt.cc/bbs/Gossiping/M.1630900347.A.18A.html,didi0909,Gossiping,2,0,0,"唷唷唷

這明顯瑋豐啊

塔綠班之前被抓包

加上疫情爆發

暫時清靜了一陣子

開放註冊賬號加上疫情趨緩後

塔綠班認吱大作戰

就又開始了啊

而且標題一堆不是什麼網友說

然後仇台 之類的

就配合一點瑋豐狂回文跟推文啊

哎

塔綠班地下電台網路化那麼久了

各位還看不清

沒有習慣嗎？
"
[新聞]郭台銘隔離14天今出關！8日不會去接機　7,2021/09/06,03:58:04,https://www.ptt.cc/bbs/Gossiping/M.1630900686.A.2B1.html,novashine,Gossiping,298,194,6,"郭台銘隔離14天今出關！8日不會去接機　70~80萬劑周周到貨

蘋果日報

蕭文康／台北報導

鴻海（2317）創辦人郭台銘8月赴歐洲爭取輝瑞BNT疫苗，返台後隔離14天，今早與家人一
起解隔離，並在防疫旅館隔窗用字條向現場等候的媒體問候。


郭台銘今天清晨結束14天隔離正式出關，他在防疫旅館隔窗秀出字條向現場等候媒體問候
，字條寫著「謝謝媒體朋友大家的徹夜等候，但礙於防疫規定，不能從正門進出，只能隔
窗向大家問候」，並對媒體表示：「第1劑已進到台灣，程序都有了，第2劑可以縮短抽檢
程序，因為人家在總廠那邊都有檢查過了，只要運輸的過程中沒有損害，然後縮短時間讓
年輕人需要打的都可以早一點打到疫苗。」

郭台銘在返家後隨即在臉書上PO文表示，「結束14天隔離期，進入7天自主管理，我今日
恢復往日上班工作的心情，ㄧ切如常，感謝大家關心！」


他說，關於疫苗到貨，除了第2批簡體中文標籤應該在本周結束前到貨外，客製化標籤首
批有望在中秋節左右抵台，後續預計採
數量「
」，先盡快達成本
年度800-900萬的目標量，但也正在努力爭取更多數量今年抵台！永齡基金會執行長劉宥
彤將跟進相關到貨事宜，視實際國際運輸狀況做調整。

郭台銘在臉書強調，關於外界詢問是否接機，目前並
沒有這樣規劃，避免勞師動眾
，疫苗
能到最重要！

郭台銘一家人上個月前往歐洲，先在捷克接種輝瑞疫苗「Comirnaty」，取得歐盟證明才
繼續在歐洲的行程。他先前在臉書表示，此行主要目的是緊盯輝瑞BNT疫苗出貨進度並持
續催貨。他與家人8月22日下午搭乘私人專機返抵台北松山機場，結束19天歐洲行，隨即
進防疫旅館隔離14天。

上周四首批93.3萬劑BNT疫苗抵達台灣時，郭台銘因仍在隔離，委託台積電慈善基金會董
事長張淑芬在機場接機，第2批疫苗將會在本周三抵台。（蕭文康／台北報導）
https://i.imgur.com/lj61Rpp.jpg
https://tw.appledaily.com/property/20210906/MGU6NJW2DBEODAI3QZ7M7HTZFI/
塔綠班蟑螂：所以貨勒



"
Re:[新聞]機師染疫網狂罵「破口」空姐男友氣,2021/09/06,04:11:58,https://www.ptt.cc/bbs/Gossiping/M.1630901520.A.A94.html,xxyyzz4901,Gossiping,29,3,4,"總歸一句
當初有買多國認證的疫苗還會這樣嗎
大家打玩疫苗可以將病毒當成流感
要不是你們喜歡到處跑到處炮
還需要14天強制隔離？


操
現在塔綠班和媒體把風向帶向車輪黨PTT嘲諷機師和空服員
有想過當初怎麼嘲諷萬華
那些找小三的行為跟開渣某有什麼兩樣？
"
Re:[新聞]拋明年選前4個月辭北市選高市長一定贏柯,2021/09/06,04:31:55,https://www.ptt.cc/bbs/Gossiping/M.1630902718.A.4CA.html,cutecoffee,Gossiping,116,45,5,"雖然大多數鄉民看到這種新聞，
都已經很習慣用理性去判斷真偽。
但是這種手法對南部的鄉親父老們是很有效的，
沒多久前家族群組中，
就有67歲的阿婆，傳訊息說，
聽說柯P要來選高雄市長，
他沒有很好，我們不歡迎他。
下面立刻引起一片熱烈回應。
由此可知這種宣傳手法，是有效的。

我只回了，台灣歷年政治人物，
誰當完台北市長不選總統，還特地下南部選高雄市？
你台大畢業不去讀研究所還跑去考中山大學？
群組就暫時安靜了半天。
然後被貼上被洗腦的沒救年輕人標籤。

只要晚上各電視台民嘴繼續洗腦批評，
各縣市鄉親就會繼續覺得台北市長打算把其他五都都選一遍。
我是不明白，人家在台北當市長，關你們中南部什麼事情？
除了塔綠斑放任下面各種管道拼命打壓、抹紅外，
我還真想不到柯P對中南部鄉親做了什麼不共戴天的惡行，
需要被討厭成這樣？
塔綠斑才有真主喔，打了會出大事
→
astrophy
: 笑死，信徒就沒有腦子了
220.129.65.233 09/06 12:33
推
thaloyo
: 蔡璧如都承認了 她也是綠營側翼嗎
118.165.53.147 09/06 12:55
我查到新聞內容是這樣，請問蔡璧如哪篇承認？
https://udn.com/news/story/6656/5709885
消息哪來？會議紀錄、新聞稿，貼出來看啊。
我看到都是塔綠斑替柯在放風聲
還有沒有新招？"
[問卦]補助八大行業為什麼沒有側翼作圖???,2021/09/06,04:32:00,https://www.ptt.cc/bbs/Gossiping/M.1630902722.A.64B.html,haman,Gossiping,10,5,0,"如題

塔綠班不是最喜歡

做一點點事情

就勞師動眾作圖 大肆宣傳

怎麼這麼重大的事情

不作圖宣傳一下???

是想要低調做功德嗎???

有卦嗎???
"
[問卦]新聞都沒報塔利班了還有人在說塔綠班嗎,2021/09/06,04:59:01,https://www.ptt.cc/bbs/Gossiping/M.1630904343.A.433.html,zxy472,Gossiping,53,33,4,"前陣子因為塔利班的國際事件
各家新聞台也都瘋狂播送報導
順勢造就出塔綠班這個詞彙且流量衝到最高


但現在新聞台都已經沒有在播塔利班的事情了
塔綠班的流量也降低很多
我就問還有人再說塔綠班嗎



-
Sent from JPTT on my iPhone
"
[爆卦]AZ才不是防住院最頂的,2021/09/06,05:03:06,https://www.ptt.cc/bbs/Gossiping/M.1630904591.A.BD3.html,doomdied,Gossiping,63,18,15,"最近看到很多塔綠斑在說AZ防重症最頂
不然就是貼WHO的100%圖出來
WHO也說武漢肺炎不是中國出來的，你敢信 ?

這邊不得不闢謠，別再被
了

自己看AZ官網的資料
兩劑AZ防重症、住院的效力
對Delta是 92%
對Alpha是 86%
https://i.imgur.com/lCCzd0n.png
檔案在這
https://www.astrazeneca.com/content/dam/az/covid-19/media/factsheets/
COVID-19_Vaccine_AstraZeneca_Real-World_Evidence_Summary.pdf

AZ這篇的數據是根據 Public Health England 協助的研究而來
Effectiveness of COVID-19 vaccines against hospital admission with the Delta
(B.1.617.2) variant

因為是英國的研究，所以同時會有AZ跟Pfizer(BNT)的數據
https://i.imgur.com/1T659fU.png
防重症、住院的效力
      一劑AZ  兩劑AZ  一劑BNT  兩劑BNT
Alpha    76%     86%      83%
95%
Delta    71%     92%      94%
96%
同篇研究中，
Pfizer(BNT)在防重症住院的效力都比AZ好
檔案在這
https://khub.net/web/phe-national/public-library/-/document_library/
v2WsRK3ZlEig/view_file/479607329

所以
別再相信AZ防重症最頂這種鬼話
啦
"
Re:[問卦]討厭中國跟覺青還剩什麼選擇,2021/09/06,05:24:47,https://www.ptt.cc/bbs/Gossiping/M.1630905889.A.79F.html,johanLarson,Gossiping,3,0,0,"就很奇怪啊


神學四啪一堆沒去過中國

對中國有莫名的支持


一堆塔綠班沒去過歐美

卻對歐美有莫名的嚮往


相信我

這兩邊都分別去住他們所嚮往的地方時

就知道台灣是很難得的地方......
"
Re:[問卦]為什麼八卦版一堆中國消息？,2021/09/06,05:25:18,https://www.ptt.cc/bbs/Gossiping/M.1630905921.A.159.html,qaz90427,Gossiping,5,0,3,"沒有比較沒有傷害

台灣 自許民主典範  亞洲最成功的民主國家

中國 算亞洲最不民主國家前三

很多人發現

幹你媽的   綠共比共匪還共

比塔利班還塔利班    難怪叫塔綠斑

就好像全班第一名

突然被倒數第三拿來比

倒數第三名在那邊笑  我做的比你好

第一名只能在那邊  這種言論鴨子不必

第一名

800人的死

是要怪3+11?

還是要怪疫苗太慢?

死亡率為何超高?

都是很值得討論"
[問卦]我就說台灣沒本錢開學不聽現在看怎辦?,2021/09/06,06:30:30,https://www.ptt.cc/bbs/Gossiping/M.1630909832.A.A74.html,Ninja650r,Gossiping,42,14,3,"就說了
台灣疫苗覆蓋率那種鳥%
機師X+X一直不敢一次到位
病毒一直從國外進來
好不容易清零就急著要降級 解封 開學
你看吧
現在開學不到一週連幼稚園的小孩都中了
這誰該負責呢?
塔綠班要不要出來解釋一下?
"
Re:[問卦]現在蟲洞是出現在新北幼兒園了嗎,2021/09/06,06:47:33,https://www.ptt.cc/bbs/Gossiping/M.1630910855.A.7DB.html,devidevi,Gossiping,14,8,1,"重點是幼兒園的基因定序
如果是a，就跟機師無關

如果是delta，
就代表是幼兒園傳給機師，全台陪新北坐牢

幼兒園應該要比照delta隔離方式，
如果是a再放鬆..


先爆發的就是感染源
因此幼兒園會先爆發，
然後機師之後就算多幾例，跟幼兒園比也是小事情

這樣的邏輯應該可以加入塔綠班了吧
"
Re:[新聞]張鈞甯碩士論文稱「我國」被指台獨！過去,2021/09/06,06:48:30,https://www.ptt.cc/bbs/Gossiping/M.1630910913.A.4A4.html,GYda,Gossiping,18,3,0,"只能說中國的網友聯想超強
什麼都可以扯到台獨


用民國OO年也可以算台獨......
可能對他們來說 中華民國 是現在不存在的東西吧
所以對他們來說
中華民國 => 華獨 => 兩國論 => 辱華

看起來對他們來說華獨、台獨都是一個樣
都是支持獨立、都是辱華份子



現在看他們稽查演藝圈裡面藝人的國籍
其實是還挺期待中國的網友們
會不會、敢不敢稽查他們的政府高層
之前好像有聽人家討論說
中國的政府高層有不少人or家屬都有其他國籍

聯想超強的中國網友
不知道會不會去稽查這一塊.......


話說現在應該有些朋友正在期待
中國的網友們會不會開始稽查 中華民國國籍 的藝人？

這邊應該有不少人期待看到
那幾個挺共挺到好棒棒的藝人被稽查



不知道現在對中國網友的標準來說
要怎麼樣才能不辱華？
-
Sent from JPTT on my Asus ASUS_Z01RD.
面對不同的人有不同的標準
感覺現在很難
因為中國網友聯想很強
以前寫日期應該都有寫過 民國 的年份
現在對中國網友來說，這就是台獨份子了

現在可能全台灣都辱華了
蛋炒飯？
好喔！整篇都沒討論到塔綠班
這篇也可以讓你聯想到塔綠班
這位朋友聯想也挺強的
在我地盤這你都得聽我der~
拿掉 ""國"" ？
應該是說舔共吧？
還沒聽過他們稽查的時候說舔陸
台獨也是最近要肅清的時候拿出來講的
之前根本不會有人在意這個
現在這個應該算是台灣的辱華原罪（?）
我是知道親中言論出來的時候
會有人講中共同路人
清跟支共之間還有一個 中華蘇維埃共和國
但是這個時間點是 1931-1937
看起來前後好像都還有所謂的空窗期
完蛋，那些中國來的交換學生
應該也是有國立的吧？
看來那些都被台灣吸收，成為台獨份子了（?）
他們的邏輯大概就是沒有邏輯
他們的規矩大概就是沒有規矩
按照他們目前的說法
大概就是這樣吧
http://i.imgur.com/6lTztAT.jpg"
Re:[問卦]如果幼稚園被驗出是DELTA的話?,2021/09/06,07:08:40,https://www.ptt.cc/bbs/Gossiping/M.1630912122.A.301.html,lupin2401,Gossiping,5,2,0,"重點是幼兒園的基因定序
如果是alpha ，就跟機師無關

如果是delta，
就代表是新北之前的alpha剛好突變成delta，全台陪新北坐牢

先爆發的就是破口
因為防疫不力事實，執政那麼多年了還管不好萬華

這樣的邏輯應該可以加入塔綠班了吧
"
[問卦]現在的病毒是不是沒有潛伏期啊？,2021/09/06,07:31:00,https://www.ptt.cc/bbs/Gossiping/M.1630913462.A.6DF.html,deathbead,Gossiping,5,1,1,"如果有潛伏期的話
為什麼確診去過的店家
員工只要快篩陰性就可以馬上上班啊？
偽陰性是不是一種謊言?
有人知道塔綠班目前的想法嗎？

-
Sent from JPTT on my Samsung SM-A715F.
"
