text,negative,positive,type
FreeAfghanistan Afghan women around the world share our images with our traditionally dress and raise ur voice in social media for protect his tradition DoNotTouchMyClothes AfghanistanCulture AfghanWomen Taliban TalibanTakeover Pakistan Islam Kabul,0,1,positive
Freedom is matter of self respect and self awareness  If you believe that you are not free you wont be Its a choice It depends do yo wanna listen to your self or someone else Thats freedom Kabul Afghanistan,0,4,positive
Freedom is not something you need to ask You take it or not Afghanistan Kabul freedom,0,2,positive
GBPUSD Free Signal published forex forexsignals forextrading forextrader forexsignal economics forexindicator FX FXstreet fridaymorning COVID19 Afghanistan NCT127Sticker Online business Kabul AppleEvent,0,1,positive
GER MoD In an exchange with the soldiers of evac op from Kabul President Steinmeier emphasized You achieved great things and experienced terrible things Anyone who has been to the airport will have to struggle with it for a long time Our country is greatly indebted to you,0,1,positive
GeneralAmeer1 Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
GeneralBakshi He has been dancing since the war of Armenia and Azerbaijan Yes I see IslamicGraveyards in Afghanistan  17 countries are drilling war weapons to deal with Talibans and its allies Finally Panjshir will lead Kabul,0,1,positive
GlobalEurope EU says it has no option but to talk to Taliban Brussels will try to coordinate with member governments to organise a diplomatic presence in Kabul the top EU diplomat said  Reuters,0,1,positive
Good morning from Kabul Afghanistan,0,1,positive
Good to see Qatar is also using the globeandmails pseudonym for the threeyearold boy rescued from KabulAirport stranded in that Gulf nation and then reunited with his father in Brampton on Monday evening,0,1,positive
Govt open to pardon for TTP  Pakistan Foreign Minister Shah Mahmood Qureshi Dawn 15 Sept 2021 PTI Leader Mr FawadChaudhry links TTP with Chaudhry Nisar PTI Ref  Daish ETIM FATF Kabul CPEC OBOR China,0,2,positive
Govt open to pardon for TTP  Pakistan Foreign Minister Shah Mahmood Qureshi Dawn 15 Sept 2021 PTI Leader Mr FawadChaudhry narrates horrendous acts committed by TTP in Pakistan Ref  Daish ETIM FATF Kabul CPEC OBOR China,0,2,positive
Great recollection from Task and Purpose on what went down at the KabulAirport kabul,0,1,positive
GulKPK Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
HS26 Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
HabibKhanT MaxFerrari HabibKhanT MaxFerrari Joe Bodens Fruit Afghanistan is the second Vietnam Afghanishtan Trump Biden USA Taliban TalibanTerror Afganistan Kabul KabulAiport,0,1,positive
Hahahah and we predicted it right Come on Bollywood Kuch tou Acha Kam Karo ModiFearsKejriwal Kabul Bollywood,0,1,positive
HaiderAliKhok12 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
Hamid Mir was quick to correct PM Imran Khan on Haqqani but have you ever seen him correcting those who are blaming Pakistan for the US failure in Afghanistan FakeNews Kabul Islamabad Pakistan ISI AntiStateExposed AfghanistanCulture Tajikistan HamidMirPAK Amrullah,1,2,positive
HazarviKuri aleeyadr Duafatima60 fatimakhan8 kitkatsoniya Lubna62914007 madihacamauntie Malkka10 RubiYasir SahibaEk Burffii Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
Heard Iran foreignminister visiting SJayshankar his Counterpart in India related to AfghanistanCrisis  I think this is new beginning First Australia and now Iran in conversation with India  Looks like NewDelhi has planned something for Kabul Afghanistan,0,1,positive
Heartiest congratulations to the brave AfghanWomen Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
Highest and best use of abandoned military equipment Afghanistan NATO G7 Military UnitedNations environnement Kabul people,0,1,positive
His name is Habib Khan he was running a club womEn to foreigner since Taliban took over his business is closed He is also a diehard supporter of PTM the AntiPakistan movement running under IndianChronciles,0,1,positive
How Packaging Design Can Help Create a Winning Product Taliban Kabul NorthKorea BiggBossTelugu5 quotes GodMorningTuesday FPL FreeAfghanistan Brexit WeMakeHistoryTogetherARMY,0,1,positive
How a few good Bastards from Minnesota ArmyNationalGuard helped secure the Kabul airport 1194 Armor The Bastards Of Bataan TaskForceBastard Good Work Soldiers These were not men who had given up V rather men whose country gave up on them,2,3,positive
How an Indian politician outwitted US intelligence on the Taliban takeover of Afghanistan  Krishna Saagar Rao ji Follow us ,0,1,positive
Hugh jackman a wellknown Hollywood actor stood in support with Afghan women kabul afghanistan,0,1,positive
Hypocrisy in action ISI head praying with a group of Taliban during his visit from Kabul Wow Afghanistan AfghanistanCrisis,0,2,positive
I see all those caring humanitarians from the mighty West dropped the Afghanistan topic quicker than a heartbeat If I hate one thing its hypocrisy so in the future spare me your outrage and worry and stay quiet AfghanistanCrisis Kabul AFG,1,2,positive
I want a rock n roll bands t shirt that will say itI may not believe their storybut I like the way they play itIf you give me what I wantIll give you all I cancan you believewere not even American Afghanistan Kabul,0,1,positive
I want to Live here Tuscany Carrara BebeVio art NaturePhotography NFTs Apple quote ARMY Canada lover Italia furry NamjoonDay NEWS BahtOyunu Italexit LISA Roma NuevaFotoDePerfil Rose Kabul women coronavirus out Afganisthan GenshinImpact,0,1,positive
ICC Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
ICC TheRealPCB Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
IEA Army Chief QariFasihuddin officially started his work Taliban Kabul Afghanistan Panjshir,0,1,positive
IEA still didnt approved Turkey presence on Kabul airport I guess thats linked with some political refugees are wondering around Istanbul and Ankara,0,1,positive
IOM Expands Humanitarian and Protection Assistance in Afghanistan Continues Community  DrinkingWater HealthServices Healthcare Infrastructure Investment Iran Kabul MentalHealth Pakistan ReproductiveHealth Simpson SmallBusiness US,0,1,positive
IOM has provided emergency shelter and core relief items including blankets kitchen sets and construction tools to more than 5000 people in Kabul Ghazni and other districts this month,0,1,positive
IamIbrahim0317 javerias DennisCricket ShoaibJatt SdqJaan aaliaaaliya MirMAKOfficial MuhammaddNawaz AtozaiKhan NabTheDentist iihtishamm Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
If only POTUS had shown the dogs in kabulairport some more attention  is he even aware of them It would be awesome if he stepped up for those dogs left behind many of them pets of army personnel Have you heard of CharlotteMaxwellJones  a true hero WeStandWithCharlotte,0,1,positive
If the banned TTP recognizes the constitution it can be pardoned says Foreign Minister Afghanistan Afganisthan Kabul,0,1,positive
If there is no clear agreement with the Taliban Qatari officials can leave the charge of KabulAirport,0,1,positive
If we get infamous then also we will get fame Changez khan Mao Tsetung Adolf Hitler they all were evil repute but still they got their fate and lots of fame and now Mullah Abdul Ghani Baradar is also in the list USArmy JoeBiden MullahBaradar Pakistan Kabul Taliban,1,2,positive
If youre covering AfPak chances are youve stumbled across Natsecjeffs work I interview FJ for ThePakDaily discussing OSINT his alleged disappearance Pakistans role in Afghanistan how he pranked Indias media KabulTaliban Panjshir,0,1,positive
Ignorance is way to freedom  ignore lawsignore everything what is not true and everything that is impossible to work all the time I see only 01 opression and 999 freedoms in a day that lasts 24 hrs Life cant be under rule of law Afganistan Kabul,0,3,positive
Imran Khan said to CNN this is what happens when you to war in Afghanistan without Pakistan ImranKhan CNN Afghanistan Kabul IEA Taliban Khorasan Pakistan Kashmir Islamabad India Iran Iraq USA USArmy Tajikistan NATO Europe EU UK Germany Qatar Biden Trump,0,1,positive
In Nimroz a number of women demanded their rights from the Taliban under Islamic law Shamshad News reported They chanted slogans against the West and in support of Islam the Taliban insisting that the Islamic system prevail in Afghanistan Afghanistan Kabul Taliban,0,2,positive
In modern Afghan clothes in Kabul The assumption tht modernity a misapprehension of the relationship bet them,0,2,positive
In the light of strong bilateral relations PM imrankhanPTI met the Kazakhstan president KassymJomart Tokayev during the SCO Council of Heads of State meeting in Dushanbe imrankhan kabul kazzakhstan PTIPetrolBomb JummahMubarak HijabIsObligatory kirannaz Haqqani,0,1,positive
In the wake of Kabuls fall it is worth asking How did corruption help lead to the collapse of the Afghan security forces and the triumph of the Taliban jvittori with CarnegieEndow,2,3,positive
In this meeting they discussed ways of promoting peace in Afghanistan as well as reviewed the most recent developments in the country afghanistan qatar hisexcellency pmofqatar taliban peacetalks peace kabul kabulairport doha dohains news internationalnews foreigner,0,1,positive
Incentivize Taliban on womens rights inclusive govt ImranKhanPTI tells CNN Kabul Afghanistan AfghanUrdu2 Khan terms SecBlinken comments about Pak ignorant,0,1,positive
Indian PrimeMinister NarendraModi s government committed the mistake of putting all its diplomatic eggs in the UnitedStates basket and as a consequence is facing relative isolation in Kabul NewDelhi should correct this mistake,0,1,positive
Inside Afghanistan Kabul Airport security employees including women have returned to work with the Taliban asking them to resume their jobs Airport operations are returning to normal TalibanTakeover Read more about the ground situation ,0,1,positive
InvisibleFari Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
Iqbal Safi and Aghajan Sanjan along with a group of former commanders of Kapisa province have come out in support of the Panjshir resistance Kabul,0,1,positive
Iran Pakistan Afghanistan India Kabul Panjsher ResistancePanjshir Taliban afghanistanupdates who has more skill to handle proxies in Afghanistan,0,1,positive
Iran airline Mahan Air lands passenger flight in Kabul reportedly carrying passengers and not goods Talibans Taliban Afghanishtan Iranian Afghanistan,0,1,positive
Iran restarts commercial flights to Afghanistan Kabulairport  thats for good,0,1,positive
Islamic State Khorasan Province ISKP is likely emboldened by the success of its August 26 attack at the Kabul airport and continues to pose a threat to Afghan civilians and the fledgling Taliban government Read CSISThreats latest here,2,3,positive
It is important that Bangladesh decides on how or whether at all it will engage with the Taliban government in Kabul which has already gained legitimacy from Pakistan China and Russia notes SohiniBose13,0,5,positive
Its nice seeing Taliban like Anas Haqqani talk of peace unity and all that whatever in their beloved Afghanistan only trouble is he is believed to be from Pakistan and is a Pakistan citizen How does that work Kabul Panjshir Resistance NRF,0,3,positive
Its not just the image its the principles its the divine law its the law of Allah Almighty its the culture its the religion and above all its the goodness of men and women Afghanistan Quran taliban Pakistan Kabul DoNotTouchMyClothes,0,1,positive
Its too Quiet on Twitter from Afghanistan this morning i hope everthing is ok kabul panjshir herat PanjshirValley Is internet on,0,1,positive
Its very ridiculous that you cannot feel safe in your home land A lawyer in Kabul describes for JURISTnews how he feels walking Talibanpatrolled streets where he might be arrested any minute Listen Afghanistan,0,1,positive
JIPOfficial Prophet Mohammad his ALLAH represent the highest Intelligence or the Lowest  JIs WAR on Muslims their Nations continues JI should demand handing over Islamabad to Lal Masjid shura  What is Good for Kabul should be Good for Islamabad Symbol of xtreme Bigotry,0,2,positive
Joe wants to build back better It seems to be working bidensamerica afghanistan kabul bidenmemes biden,0,4,positive
JoeBiden GavinNewsom There are a lot of US military equipment being taken through Kunar towards Pakistan Perhaps this is payment to the Taliban masters or equipment needing repairs or simply being sold for cash Afghanistan Kabul Panjshir Resistance,0,1,positive
JoeBiden POTUS Govt gave the Taliban a list of names that they should allow through during the withdrawal from Afghanistan Dozens of individuals on that list never made it out of the country Guess the Taliban are still working on that list Kabul Panjshir Resistance,0,1,positive
Just saying Thanks to a group for bringing this to my attention Anyone else want to talk about this stopthemandate DoNotComply medicalfreedomofchoice MedicalFreedomForAll medicalfreedom Kabul facists medicaltyranny,0,1,positive
Just watched ImranKhanPTI s cnni interview He gave good answers to tough questions but the feeling I got was that no matter what he said deepstateowned CNN kept on repeating same old Modiinspired rhetoric without caring for any facts Biggest reason why Kabul happened,0,2,positive
KABUL  TALIBAN MILITANTS SHOW OFF ON BUMPER CARS AGAIN Taliban militants were filmed enjoying amusement park rides at Kabuls City Park and checking out the animals at Kabul Zoo on Monday BreakingNews Taliban rdguk,0,1,positive
Kabul Chaman Hozori Has Become an Open Center for Buying and Selling Goods Read More Afghanistan Kabul Afghans,0,1,positive
Kabul Saigon PresidentFord Im old enough to remember Come to think about it StumblingFord and CreepyJoe have much in common and history may judge them memorable in many the same ways,0,4,positive
Kabul Taliban have handed over 123 million US dollars cash and some gold to Afghan central bank A bank statement said the cash and gold bars found from the houses of former officials have been returned to the Afghanistan Banks treasury,0,2,positive
Kabul The Taliban say the new caretaker government is working on a plan to create a strong regular army Former soldiers and officers would be part od the new army Qari Fasihuddin the acting army chief of staff Afghanistan,0,6,positive
Kabul airport now looks like this,0,1,positive
Kabul evening encounters a little girl is staring at a Talib who just sat down for a glass of juice I wonder about herher future her prospects the opportunities she will have during this new regime Afghanistan AfghanCulture UNGeneva AfghanistanCulture,0,1,positive
Kabul is now quieter than its ever been in the past 1020 years No more incessant helicopter movements traffic flows wo warlord convoys no armed guards along the streets of Wazir Akbar Khan Taliban are everywhere but largely wellbehaved Afghanistan Peace,0,1,positive
Kabul means no food no security no life no job no rights no freedom  Afghanishtan,0,2,positive
Kabulairport women brave fears to returnto work,1,2,positive
KazmiWajahat Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,4,positive
KhalidAmiri01 D same situation was in d previous government30 millions people were joblesstarget killings were rising day by dayin Kabul no one could go out due to thieves target killingsthe economic condition was very badIf u have job and u r safe it doesnt mean the whole Afg is safe,1,2,positive
LaurelMillerICG Down payment for all of Afghanistan raw minerals chinazi will take it all from the Afghans Thats what Beijing does best kabul MFAChina chinataliban ChinaLiedPeopleDied chinaexposed taiwan USA Asia ASEAN chinavirus wuhan wuhanvirus,0,1,positive
Like Many Afghans around the world Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
Lizbeth69108338 MamaB153 Samanth72250748 kyloryan2009 terra2l janaan99 JackPosobiec Thank goodness It was about time those people were rescued Again thanks to Qatar  these people had a base to fly to to find safety I hope that anyone still stranded in Kabul is okay,0,3,positive
Looking for information on how to help women who worked in the media in Kabul leave the country Especially if they have been vocal against Taliban If you know the right contacts please DM AfghanWomen Afghanistan Kabul AfghanJournalists,1,2,positive
MRecreate Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
Magic of PanjshirValley Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
MajorPoonia Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
Man behind Pennsylvania billboard of Joe Biden revealed Making the Taliban Great Again,0,1,positive
MartinRemains Peston DominicRaab Rather like DominicRaab being in Greece whilst Kabul fellK,0,1,positive
MirMAKOfficial Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,4,positive
More humiliating defeats like Kabul will happen if JoeBiden didnt listen to PakistanThis is not a warning but an unavoidable fact How ImranKhanPTI was interviewed by cnni is proof of deepstategenerated propaganda against an ally that has haemorrhaged 2 keep peace in US,1,2,positive
Mrs Abdel Kayeum 2L rear the American wife of Afghan Governor of Lashkargar working with local girls of a dollmaking project X Helmand Afghanistan in 19630227  James Cobb Burke  centralasia kabul Afghans 1960s afghanwomen,0,1,positive
Muslim countries like Saudi Arabia UAE Yemen Oman Kuwait Qatar Iran Iraq etc these countries dont like KAFIR because Pakistan Bangladesh were part of India so they are also in the count of KAFIR USA JoeBiden Taliban Kabul UAE Pakistan Kashmir Saudi Qatar,0,2,positive
Muttaqi We want to have good relations with the worlds countries but want them to not pressure Afghanistan because pressure does not work and does not benefit Afghanistan or world countries Afghanistan Taliban Kabul,0,3,positive
Muttaqi We would like to ask the Asian Development Bank the Islamic Development Bank and donor countries to provide development aid to Afghanistan and resume funding the projects that are not fully implemented Afghanistan Taliban Kabul,0,1,positive
My beloved Andrew The Love of My life My baby is home lastout Kabul hubby,0,1,positive
My name is AKN and I am from occupied Afghanistan FreeAfghanista Afghanistan kabul Freedom,0,1,positive
NEW  Taliban members loyal to Khalil Haqqani Mullah Baradar brawled in Kabuls Presidential Palace as their leaders exchanged strong words Baradar who headed negotiations with the US hasnt been seen since was excluded from the Cabinet,0,2,positive
NEW  Taliban members loyal to Khalil Haqqani Mullah Baradar brawled in Kabuls Presidential Palace as their leaders exchanged strong words Baradar who headed negotiations with the US hasnt been seen since was excluded from the Cabinet sacationpakistan,0,2,positive
NEW  reports of explosions likely caused by a volley of rockets fired into NW Kabul just now targeting a power substation Eyes on ISISK,0,1,positive
NEW With over 90 of families in Afghanistan struggling to eat a growing humanitarian crisis across the country WFPUNHAS has as resumed flights to Kabul enabling humanitarian responders  muchneeded relief items to reach desperate Afghans,0,1,positive
NRFmojahed Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
NRFmojahed May Allah swt protect you all May he destroy the enemy so these kids can live in peace and prosperity STANDWITHPANJSHIR NRF NAF2 RESISTANCE2 KABUL FahimDashty AmrullahSaleh Panjsher LionsOfPanjshir ahmadmassoud01 Panjshir Afghanistan NationalUprising,1,2,positive
NSTworld Qatar warned Tuesday it would not take responsibility for Kabul airport without clear agreements with all involved including the Taliban about its operations,0,1,positive
Naijawhatsup Kabul is in desperate need of supplies it is nice to see that Qatar cares,0,1,positive
New day new hope feeling the true love of motherland Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
Nice work by the way Afghanistan Kabul NoToTaliban PAKvNZ shameonblackcaps Taliban Pakistan AshrafGhani,0,2,positive
No WAY If afghans come try that in Pakistan we will push u back As Pakistani Pashtuns we all support the Durand line You hear me afghans mung key kharabi na raoley We love you but stay in your bordersWe r proud Pakistanis Afghanishtan Kabul PANJSHIR afghan taliban,0,3,positive
NoPawsLeftBehind OperationHercules KSAnimalRescue GoDark Kabul This is in ref to yesterdays AFP news video re OUR working dogs being handled by current Kabul airprt security,0,1,positive
Not a single Arab state made the list in top 20 countries to offer refuge to Afghans AfghanRefugees Afghanistan Taliban Kabul Pakistan TLP,0,1,positive
Note to anyone in the NCR or Fairfax Co area who wishes to show their respect Afghanishtan Kabul Military Honor,0,2,positive
OISF Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
OPERATIONAL UPDATE The WFPled United Nations Humanitarian Air Service UNHAS has resumed flights to Kabul enabling humanitarian responders and muchneeded relief items to reach desperate Afghans in multiple locations across the country Read here,0,1,positive
OkexFly This is nice project NusratJahan Prabhas Kabul,0,1,positive
Omais18 WePatriotFamily Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
On August 15th ashrafghani and his burglar team hmohib FFazly abandoned Afg with millions of dollars Tb have come to Kabul and captured the gov organ This is Sept 15th as yet everything is going down No Gov no public service and the future are as well invisible,0,1,positive
On India Watch we note As Taliban readies its cabinet China has remained in close contact India must fast build Kabulpolicy PM Modis US trip should look to build true potential of global partnership Indias security vigil in Kashmir must remain high,0,1,positive
One of the reason nowadays that Kabul sky is clear is because there are no activities in the city Taliban have palsied the lives,0,1,positive
Operations inside Kabulairport Afghanistan This report shows that the taliban decision not to extend the Aug 30 deadline for the evacuation was the right one No chaos to see interviews with travelers female staff is back working,0,2,positive
PM ImranKhanPTI is not able to lead Pakistan now he is trying to become the universal leader of all Islamic countries Listen his great thoughts on Haqqani Network Iran IsraeliTerrorism Afghanistan USA Talibans Kabul Mossad Hamas Israeli Taliban Panjshir ISIS,0,2,positive
POLITICS Well give Jonathan Chance To Contest For Presidency Come 2023 APC READ MORE LISA LIVACM BBNajia6 Liverpool BBNajia OleOut PrioritizeYourCare Pereway Ronaldo mumu Nini saga yousef Kabul pdp Jonathan,0,1,positive
POTUS Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
PROUD OF MY BROTHER AhmadMassoud01 DAMN ITS GOOD TO BE AFGHAN RIGHT ABOUT NOW STANDWITHPANJSHIR NRF NAF2 RESISTANCE2 KABUL FahimDashty AmrullahSaleh Panjsher LionsOfPanjshir ahmadmassoud01 Panjshir Afghanistan NationalUprising StopPanjshirGenocide,1,3,positive
PTIQueen Muskan690 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
PakArmy313 WeAreVOIK VOIK Mahi136 Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,4,positive
Pakistan is not safe for everything SriLanka MetGala2021 BBNajia BBNajia6 NamjoonDay cryptocurrencies BiggBossOTT quotes Taliban onstorm AMC Airdrops JEEMain Kabul RajKundra HBDThanthaiPeriyar HappyBirthdayModiji LIVACM ENHYPEN bbcqt bb23,0,1,positive
Pakistan provided 12 tonnes of food medicine to Afghanistan On which the Talibans of the Islamic Emirate of Afganistan thanked their brotherly Islamic country Pakistan The Indians are on fire again Kabul panjshir,0,1,positive
Pakistan sent its intelligence chief Lt Gen Faiz Hameed to Kabul A delegation of senior Pakistani officials led by Director General of ISI stayed in Kabul to discuss the formation of the new government with Taliban AtrocitiesbyPakistan PakistanIsTaliban ImranKhanPTI,0,1,positive
Pakistans Prime Minister Imran Khan has called talks with the Taliban a better way for peace and stability in Afghanistan saying the world should give them time to form a formal government live up to its promises Kabul Afganisthan AmrullahSaleh,0,1,positive
Pakistans Role In Kabul Not Sending Good Message To India US Senator,0,1,positive
Paks Role In Kabul Not Sending Good Message To India US Senator Afghanistan American India Kabul Pakistan Read More ,0,1,positive
Panjshir was renowned for being the safest province of Afghanistan Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
Peace and security in Kabul is significantly better However the economy is shrinking rapidly The flow of foreign aid has come to a halt and this has affected everyones spending power New gov will need to create a self sufficient economy,0,1,positive
People are selling their household goods out of extreme poverty A Kabul lawyer walked around his neighborhood today and sent JURISTnews these photos He says Glasses kitchen stuff TVs carpets machines old rugs beds sofas and many other home essentials,0,1,positive
Peoples love for badri313 Taliban Afghanistan Kabul Kandahar Panjshir,0,1,positive
President Joe Biden had insisted that USA troops would only work to evacuate Americans and Afghan allies and not extend Americas longest war Asked about Khalilzads remarks state department spokesman Ned Price said it was not an option to stay a moment longer in Kabul,0,1,positive
President Trump on DumbAss General Milley  Action Should Be Taken Immediately MILLEY CASTIGATED BY PRES TRUMP thejointstaff Afghanistan China Kabul,0,2,positive
PressSec Psaki comments on Taliban members loyal to Khalil Haqqani professional in argument,0,1,positive
Public Works Department in Zabul have started reconstruction work on multiple small bridges on KabulKandahar highway that were destroyed during the war Afghanistan,1,2,positive
Qatar and Turkey are working together to make kabulairport fully operational,0,1,positive
Qatar has been playing a crucial role in Afghanistan following last months withdrawal of US forces helping evacuate thousands of foreigners and Afghans engaging the new Taliban rulers and supporting operations at Kabul airport,0,2,positive
Qatar says it will not take responsibility for Kabul airport without clear agreements with all parties involved including the Taliban about its operations,0,1,positive
Qatar wants clear deal with Taliban otherwise they will stop cooperation in Kabul airport AFP,0,1,positive
Qatar warned Tuesday it would not take responsibility for Kabul airport without clear agreements with all involved about its operations,0,1,positive
Qatar warned Tuesday it would not take responsibility for Kabul airport without clear agreements with all involved including the Taliban about its operations,0,1,positive
Qatar warned Tuesday it would not take responsibility for Kabul airport without clear agreements with all involved including the Taliban about its operations  FRANCE24 Afghanishtan Qatar,0,1,positive
Qatar warned Tuesday it would not take responsibility for KabulAirport without clear agreements with all involved including the Taliban about its operations,0,1,positive
Qatar warned on Tuesday it would not take responsibility for KabulAirport without clear agreements with all involved including the Taliban about its operations AFP,0,1,positive
Qatar warns it may stop running Kabul airport if no clear agreement with Taliban AFP,0,1,positive
Qatar warns it will not take responsibility for Kabul airport without clear agreements with all involved including the Taliban about its operations,0,1,positive
Qatar wont take responsibility for Kabul airport without a clear Taliban agreement regarding its operations Afghanistan,0,2,positive
Qataris feel they have a strong hand Turkey which also has close ties with Pakistan believes that it can wield a degree of influence in a Talibanruled Afghanistan even though its offer to take charge of security at Kabul airport was unceremoniously turned downTOLOnews,0,1,positive
Questions in Kabul as two top Taliban leaders missing from public view  The Guardian Their disappearance has led Afghans to question whether the Talibans supreme leader and new deputy prime minister are still breathing SOFX Afghan Kabul,1,2,positive
Quite right After his sterling leadership during the Kabul evacuation Ben Wallace was sure immovable cabinetreshuffle reshuffle,0,1,positive
R u sure Taliban threw a government bcoz it was Western and American supported Afghanistan Kabul Taliban UnitedStates EuropeanUnion TalibanTerrorists MetGala AppleEvent Apple WeLoveShahRukhKhan 6weeksDelayUHSproff VCSyndicateUHS HijabIsObligatory,0,1,positive
RAW station chief in Afghanistan Bansri Lal Arendeh along with two Indian origin operatives abducted at gunpoint from Kabul on 14sep Arendeh whose family lives in FaridabadDelhi NCR region confirmed the incidents as he was working under cover of pharmaceutical businessmen,0,1,positive
Rabinakhan78 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
Readout of Senior White House Meeting with Faith Leaders on Efforts to Relocate Afghan Allies Africa African America Catholic Conference Government HumanRights Kabul Keith Operation Participants US UnitedStates Washington WhiteHouse,0,1,positive
Regarding the trend of Afghan diaspora showing off their colourful robes to THE WHOLE WORLD Afghanistan AfghanistanCulture AfghanWomen afghanistanwomen AfghanistanCrisis Taliban Kabul,0,1,positive
Remember at the end if the day you have to feed your family Hard work with honesty is always better than moral corruption Salute to this gentleman Afghanistan Kabul Taliban Respect,2,3,positive
