status_id,sentence,sentiment
1439345983788355584," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439345717596737537," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439345588768845826," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439345534662230017, RT @iamchanteezy : It ’s time to gather Onika in this two part read of her spreading misinformation about the #Covid19Vaccine https://t.co/Ue…,Neutral
1439345348640755714," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439345154922618887," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439344681381515272, A lot of #patients in #Africa given #covid19vaccine during admission for #covid19 have allegedly died 24 hrs later … https://t.co/FKIShh1Jxn,Negative
1439342567171268608," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439342473298448389, RT @iamchanteezy : Anti-Vaxxers using the Tuskegee Airmen Experiment as an excuse of not getting the #COVID19Vaccine is straight up bulls *** …,Negative
1439341896724320274," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439340920776757251, IS ISRAEL COUNTEREXAMPLE ?,Neutral
1439340920776757251," Look at a case count graph of Israel , known for its early start with vaccination , and it … https://t.co/3rkhaywIpQ",Neutral
1439339970699931656, RT @Rbennk : Be sure to check this out & share it - > Stop the spread of vaccine disinformation : a story in pictures https://t.co/m7yBIoDQkC…,Positive
1439339266832678912," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439338855791009797," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439338457034203136," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439338194911338501," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439338190712852481, Just got my third #COVID19Vaccine as a kidney transplant patient .,Neutral
1439338190712852481, I ’m so relieved that i am not sure whether to jum … https://t.co/K8XBaouCMB,Negative
1439338012601630724," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439337611991080970, RT @iamchanteezy : Anti-Vaxxers using the Tuskegee Airmen Experiment as an excuse of not getting the #COVID19Vaccine is straight up bulls *** …,Negative
1439336961580404744, RT @iamchanteezy : Anti-Vaxxers using the Tuskegee Airmen Experiment as an excuse of not getting the #COVID19Vaccine is straight up bulls *** …,Negative
1439336578669809665, Anti-Vaxxers using the Tuskegee Airmen Experiment as an excuse of not getting the #COVID19Vaccine is straight up bu … https://t.co/G3OMEJMcme,Negative
1439336074313089028," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439335980381753345," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439335924454895616," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439335923406319617," RT @YorkRegionGovt : York Region pop - up #COVID19Vaccine clinics taking place today Saturday , September 18 : - Markham Presentation Centre , 1 …",Positive
1439335922861060099, United States : FDA recommends Covid - 19 boosters for people aged above 65 #UnitedStates #FDA #USA #Coronavirus … https://t.co/gUC6XxBGlI,Neutral
1439335870042017792," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439335747757170691," The reasons people give for not getting #COVID19vaccine ( it ’s new , it was rushed , it ’s a shot , big pharma ! )",Negative
1439335747757170691, also ap … https://t.co/IBMiTmvbMF,Neutral
1439335552097009665," RT @VAVetBenefits : #GiveItAShot and get vaccinated to protect your family , friends , and community .",Neutral
1439335552097009665," As we build "" community immunity "" we prot …",Neutral
1439333501636075524," After getting her at - home #COVID19vaccine , 12 - year - old Mia Simpson is ready for #BackToSchoolNYC .",Negative
1439333501636075524, The at - home vacci … https://t.co/wXJzrj5vSS,Neutral
1439333489002745861, RT @iamchanteezy : It ’s time to gather Onika in this two part read of her spreading misinformation about the #Covid19Vaccine https://t.co/Ue…,Neutral
1439333468131966979," Did you know you can get a digital copy of your vaccine record , even if you lost your vaccination card ?",Neutral
1439333468131966979, It 's true !,Positive
1439333468131966979, … https://t.co/MAT81CDU6R,Neutral
1439333219585908740," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439333155773763584, RT @ALPublicHealth : Laura Bradford @missamericaal 2021 is joining the fight to #KickCovid !,Neutral
1439333155773763584, Good luck to the @JSUAthletics Gamecocks !,Neutral
1439333155773763584, Get te …,Neutral
1439332855130333189," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439332621549506560," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439332457850023941," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439332429781770249," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439332140856971265," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439331946472091655," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439330946688430083, RT @ALPublicHealth : Laura Bradford @missamericaal 2021 is joining the fight to #KickCovid !,Neutral
1439330946688430083, Good luck to the @JSUAthletics Gamecocks !,Neutral
1439330946688430083, Get te …,Neutral
1439330855344877573, RT @iamchanteezy : It ’s time to gather Onika in this two part read of her spreading misinformation about the #Covid19Vaccine https://t.co/Ue…,Neutral
1439330626931503105, Heartfelt thanks to everyone who shared my #COVID19Vaccine thread & sent messages of support / congratulations .,Positive
1439330626931503105, Still … https://t.co/U3MYgziCIa,Neutral
1439330480835473410, Laura Bradford @missamericaal 2021 is joining the fight to #KickCovid !,Neutral
1439330480835473410, Good luck to the @JSUAthletics Gamecocks !,Neutral
1439330480835473410, Ge … https://t.co/wtcPhzKpPz,Neutral
1439330225242968069," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439330006916898824," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439329920908500994," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439329878646697990, RT @iamchanteezy : It ’s time to gather Onika in this two part read of her spreading misinformation about the #Covid19Vaccine https://t.co/Ue…,Neutral
1439329668914634753," RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY September 18th Georgian Mall , lower level 📍 509 Bayfield St. , ⌚️ 11 - 5 Port Carli …",Negative
1439329340819480583, It ’s time to gather Onika in this two part read of her spreading misinformation about the #Covid19Vaccine https://t.co/UeFCzryXzf,Negative
1439329316928638976," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439329095108595715," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439329011352719364," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439328909632450561," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439328845807640581," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439328564738920461," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439328468542451719," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327882757619712," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327660354777090," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327572626747392," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327421627502592," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327340669161478," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327320553230347," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439327296083546114," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326978109288450," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326873104748544," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326804196659205," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326800195301383," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326406585036801," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439326279073878018," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439325999464804352," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439325843550003201," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439325787929333763," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439325331937181700," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439324893791797251," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439324627130585088," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439323349537153037, Vaccinated Nursing Home Residents Not Immune to COVID Outbreaks https://t.co/ewxjzP2nKe @medpagetoday #NursingHomes … https://t.co/fBTIwVHNqY,Positive
1439323317920542723," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439322924314468355," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439322269550006277, RT @kmpdu : Nairobi Metropolitan Services is bringing the vaccine to you .,Neutral
1439322269550006277, Please add the chanjo to your list of plans this weekend .,Positive
1439322269550006277, #Vaccin …,Neutral
1439321504320090113," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439321240670326786," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439320788377784330," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439320635893760005," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439320631611465731," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439320321920802816," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439319927912022016," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439319819820666884," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439319435924365313, RT @GovKathyHochul : Exciting news 🥳 @GovBallNYC is donating 125 free tickets to New Yorkers who get their first dose at a #VaxtoSchool pop - …,Positive
1439318738000564225," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439318275637202944," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439318058607144969," RT @Covid19isALie : @crashandsmash66 @michaelpbreton Soon , YOU will need a #VaccinePassports to use @UberEats 😕 #NoVaxNoEat #NoJabNoFood # N …",Neutral
1439317577746898946," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439317242555125762," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439316182335635466," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439315826881044487, York Region Administrative Centre in Newmarket [ York health unit ] 373 1st dose spots added First available date is … https://t.co/2qtJqBHC8G,Neutral
1439315290706296833, @ChitownKev This is what we have in NY .,Neutral
1439315290706296833, Not sure if other states have their own version .,Neutral
1439315290706296833," I suppose if not , you cou … https://t.co/3TgJvYDje6",Negative
1439315243650408459," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439314768628703232," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439314323722145796," RT @UNICEF_UZB : A week ago , over 350k .",Neutral
1439314323722145796, doses of #AstraZeneca #COVID19vaccine have been delivered thx to a donation by Gov ’ t of Germany 🇩🇪 .,Neutral
1439314323722145796, …,Neutral
1439313316053192707, City Pharmacy Remedy ' sRx in Toronto [ Toronto health unit ] 976 2nd dose spots added First available date is 2021 - 09 - … https://t.co/LXBv29S8MR,Neutral
1439312646998736899," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439312564412813313, RT @KrutikaKuppalli : My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In Aug …,Negative
1439311159518105600," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439310836175183881, RT @KrutikaKuppalli : My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In Aug …,Negative
1439310677726793733, I think people get mad when others question about the #COVID19Vaccine .,Negative
1439310677726793733," When someone questions it , like "" What 's in i … https://t.co/11ktvRtynp",Neutral
1439310338202247175," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439310045703983105," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439310001990864896, The number of COVID cases among McCracken County students throughout August reached much higher numbers intermixed … https://t.co/NG47fXD8BU,Positive
1439309978746048512," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439309971531911173," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439309296513212419," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439309026890862598," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439308778202148865," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439308323430354945," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439308255604486149," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439307685124612102," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439307398917808132," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439307181854179332," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439307153739812865," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439306965222572032," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439306706752655362," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439306347519033345," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439306065636741125," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439305758923919362," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439305368342081536," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439305366886445059," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439305325165826058," RT @kaymalinak : Please note , you may experience intramuscular pain at injection site and or Trinidad and Tobago phenomena of exploding ball …",Negative
1439304911959703553, RT @KrutikaKuppalli : My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In Aug …,Negative
1439304810390511616," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439303799718531076, RT @Rbennk : Be sure to check this out & share it - > Stop the spread of vaccine disinformation : a story in pictures https://t.co/m7yBIoDQkC…,Positive
1439303428166012932, President Joe Biden took sweeping action on Sept. 9 to get the 80 million American holdouts vaccinated against COVI … https://t.co/xjuXQnl8Qa,Neutral
1439303347572445194," New Yorkers can get $ 100 , free tickets , memberships or gifts for getting vaccinated against #COVID19 .",Neutral
1439303347572445194, These giveawa … https://t.co/T9P9d7wAUu,Neutral
1439302076161564677, RT @GovKathyHochul : Exciting news 🥳 @GovBallNYC is donating 125 free tickets to New Yorkers who get their first dose at a #VaxtoSchool pop - …,Positive
1439301642894159873," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439301305999167497," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439301215368761353," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439301122079051778," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439300485496950792," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439299760859455489," Yesterday 's numbers #Covid19AB #Canada #COVID19Vaccine data reported September 17 , 2021 ( Official figures for perio … https://t.co/yeEeqeZRKr",Neutral
1439299604487491587, RT @KrutikaKuppalli : My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In Aug …,Negative
1439299026831151109," @crashandsmash66 @michaelpbreton Soon , YOU will need a #VaccinePassports to use @UberEats 😕 #NoVaxNoEat … https://t.co/RIsGcv5Nuf",Neutral
1439298980639240193," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439298728729452545, RT @HoustonHealth : Q : Are all events reported in the Vaccine Adverse Event Reporting System ( VAERS ) caused by the COVID - 19 vaccine ?,Negative
1439298728729452545, A : No .,Neutral
1439298728729452545, …,Neutral
1439297474066145287," COVID - 19 Vaccine Update : Centre Plans To Procure 20 Crore Covishield , One Crore Zydus DNA Doses By End of September … https://t.co/94CPeJM6jb",Negative
1439296834736844803, RT @KrutikaKuppalli : My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In Aug …,Negative
1439295759829159940," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439295656083042306," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439295504391806978," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439294902408384516, McCracken student COVID cases drop this week #Paducah #McCrackenCountyKY #COVID19 #COVID19Vaccine … https://t.co/WHr1RmAF1Q,Neutral
1439294126609084424," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439293879891730432, #joebiden - in case u did n't hear - there r 1000 's of #migrants coming over #southernborder mostly from #Haiti & no … https://t.co/WFa5Fa2hE5,Negative
1439293720474669060, RT @HeyDrWilson : The questions are these : 1 ) Are #COVID19vaccine regimes safe and effective ?,Neutral
1439293720474669060, Answer : Yes !,Neutral
1439293720474669060, 2 ) Do they keep you out of th …,Neutral
1439293711934902274," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439293624072634372," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439293617718370304, @ShireenJ @picardonhealth @PublicHealthON That paper looks at all of that .,Negative
1439293617718370304, And the data tool from @PublicHealthON c … https://t.co/14pdZ1Mckk,Neutral
1439293126896664582, RT @HeelStCloud : Do n’t think the #COVID19Vaccine is dangerous ?,Neutral
1439293126896664582," I was a man on Wednesday , got the shot on Thursday , and now on Friday , I ’m a …",Neutral
1439292729163407364," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439292404780175360," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439292241680293890," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439292021638942723," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439291903019831299," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439291725269372933," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439291629798572033," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439290739561750537," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439290639590494213," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439290626886021121," When the conversation starts 👇🏾 , it is difficult to refute the value of talking a #COVID19vaccine .",Negative
1439290626886021121, #naturalimmunity https://t.co/n2fYI5wHGo,Neutral
1439290551703162880, My PSA to everyone out there In Dec 2020 I was lucky enough to be one of the first to get my #COVID19Vaccine In … https://t.co/YrKNTCqZfY,Neutral
1439290464046288897," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439290049397465094," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439289949753389061," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439289844467859456," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439289440464158720," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439289400622469122, The questions are these : 1 ) Are #COVID19vaccine regimes safe and effective ?,Neutral
1439289400622469122, Answer : Yes !,Neutral
1439289400622469122, 2 ) Do they keep you ou … https://t.co/dM7aIgFz00,Neutral
1439289209316052999," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439288930558484481," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439288576617943040," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439288533555060738," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439288278964920323, Addressing your #COVID19 Vaccine concerns !,Neutral
1439288278964920323, Q : I hear that the vaccine has side effects .,Neutral
1439288278964920323, Should I still take it ?,Neutral
1439288278964920323, … https://t.co/KPmucxMuGA,Neutral
1439288219049340933," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439288202699984898," RT @YorkRegionGovt : York Region pop - up #COVID19Vaccine clinics taking place today Saturday , September 18 : - Markham Presentation Centre , 1 …",Positive
1439287994989559812," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439287690503933958," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439287556554862592," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439287430885085199," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439287422844555267," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439287282155012101, RT @ACCCBuzz : The CANCER BUZZ TV vodcast spoke w / specialists in #multiplemyeloma care from @MedicalCollege @WeillCornell @BaptistHealthSF …,Neutral
1439287058279796739," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439286745980416006," RT @blackwomenviews : Tweeting this "" Black COVID - 19 Experts "" list again for those interested in following trustworthy leaders in the medical …",Neutral
1439286352449769476, The CANCER BUZZ TV vodcast spoke w / specialists in #multiplemyeloma care from @MedicalCollege @WeillCornell … https://t.co/eIpJ6GEVpY,Neutral
